file_path,alpha,beta,k,measurement,runtime,score
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,30,2,0.5050387382507324,23153
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,30,3,0.45331311225891113,22339
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,30,4,0.470977783203125,22388
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,30,5,0.5286800861358643,23599
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,45,1,0.5657942295074463,23351
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,45,2,0.5452349185943604,23140
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,45,3,0.5624880790710449,22921
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,45,4,0.5182960033416748,22432
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,45,5,0.5652859210968018,23276
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,60,1,0.5621938705444336,23231
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,60,2,0.55684494972229,22983
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,60,3,0.47617602348327637,21422
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,60,4,0.5709333419799805,23355
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.60,60,5,0.47554802894592285,21308
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,15,1,0.4471909999847412,26702
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,15,2,0.4646730422973633,26753
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,15,3,0.43892502784729004,26823
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,15,4,0.44976115226745605,26999
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,15,5,0.44245195388793945,26753
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,30,1,0.5525009632110596,23956
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,30,2,0.5400550365447998,23930
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,30,3,0.5513479709625244,23999
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,30,4,0.527324914932251,23988
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,30,5,0.5383899211883545,24271
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,45,1,0.5783050060272217,23558
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,45,2,0.5823550224304199,23403
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,45,3,0.5827078819274902,23975
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,45,4,0.583050012588501,23769
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,45,5,0.5821390151977539,23790
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,60,1,0.5954890251159668,23636
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,60,2,0.5808210372924805,23902
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,60,3,0.5707790851593018,23155
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,60,4,0.5807628631591797,23084
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,.80,60,5,0.5845539569854736,23864
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,1.00,15,1,2.0529119968414307,28693
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,1.00,15,2,2.0979199409484863,28693
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,1.00,15,3,2.068936347961426,28693
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,1.00,15,4,2.0372049808502197,28693
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,1.00,15,5,2.041555166244507,28693
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,1.00,30,1,0.9854981899261475,24604
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,1.00,30,2,0.9880518913269043,24604
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,1.00,30,3,0.9719889163970947,24604
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,1.00,30,4,0.9698128700256348,24604
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,1.00,30,5,0.9833359718322754,24604
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,1.00,45,1,0.8573532104492188,23745
data/inst_tuning/heur059_n_300_m_7867.txt,1.00,1.00,45,2,0.8473119735717773,23745
